   -2000.000000    -1500.000000        0.000000 
   -2000.000000    -1400.000000        0.000000 
   -2000.000000    -1300.000000        0.000000 
   -2000.000000    -1200.000000        0.000000 
   -2000.000000    -1100.000000        0.000000 
   -2000.000000    -1000.000000        0.000000 
   -2000.000000     -900.000000        0.000000 
   -2000.000000     -800.000000        0.000000 
   -2000.000000     -700.000000        0.000000 
   -2000.000000     -600.000000        0.000000 
   -2000.000000     -500.000000        0.000000 
   -2000.000000     -400.000000        0.000000 
   -2000.000000     -300.000000        0.000000 
   -2000.000000     -200.000000        0.000000 
   -2000.000000     -100.000000        0.000000 
   -2000.000000        0.000000        0.000000 
   -2000.000000      100.000000        0.000000 
   -2000.000000      200.000000        0.000000 
   -2000.000000      300.000000        0.000000 
   -2000.000000      400.000000        0.000000 
   -2000.000000      500.000000        0.000000 
   -2000.000000      600.000000        0.000000 
   -2000.000000      700.000000        0.000000 
   -2000.000000      800.000000        0.000000 
   -2000.000000      900.000000        0.000000 
   -2000.000000     1000.000000        0.000000 
   -2000.000000     1100.000000        0.000000 
   -2000.000000     1200.000000        0.000000 
   -2000.000000     1300.000000        0.000000 
   -2000.000000     1400.000000        0.000000 
   -2000.000000     1500.000000        0.000000 
   -1900.000000    -1500.000000        0.000063 
   -1900.000000    -1400.000000        0.000220 
   -1900.000000    -1300.000000        0.000225 
   -1900.000000    -1200.000000        0.000286 
   -1900.000000    -1100.000000        0.000021 
   -1900.000000    -1000.000000        0.000317 
   -1900.000000     -900.000000        0.000142 
   -1900.000000     -800.000000        0.000148 
   -1900.000000     -700.000000        0.000121 
   -1900.000000     -600.000000        0.000206 
   -1900.000000     -500.000000        0.000109 
   -1900.000000     -400.000000        0.000136 
   -1900.000000     -300.000000        0.000129 
   -1900.000000     -200.000000        0.000233 
   -1900.000000     -100.000000        0.000246 
   -1900.000000        0.000000        0.000367 
   -1900.000000      100.000000        0.000350 
   -1900.000000      200.000000        0.000130 
   -1900.000000      300.000000        0.000071 
   -1900.000000      400.000000        0.000341 
   -1900.000000      500.000000        0.000107 
   -1900.000000      600.000000        0.000204 
   -1900.000000      700.000000        0.000340 
   -1900.000000      800.000000        0.000033 
   -1900.000000      900.000000        0.000095 
   -1900.000000     1000.000000        0.000158 
   -1900.000000     1100.000000        0.000214 
   -1900.000000     1200.000000        0.000333 
   -1900.000000     1300.000000        0.000081 
   -1900.000000     1400.000000        0.000358 
   -1900.000000     1500.000000        0.000161 
   -1800.000000    -1500.000000        0.002325 
   -1800.000000    -1400.000000        0.001556 
   -1800.000000    -1300.000000        0.000982 
   -1800.000000    -1200.000000        0.001279 
   -1800.000000    -1100.000000        0.002127 
   -1800.000000    -1000.000000        0.002715 
   -1800.000000     -900.000000        0.002637 
   -1800.000000     -800.000000        0.000399 
   -1800.000000     -700.000000        0.000355 
   -1800.000000     -600.000000        0.002647 
   -1800.000000     -500.000000        0.001935 
   -1800.000000     -400.000000        0.000119 
   -1800.000000     -300.000000        0.001495 
   -1800.000000     -200.000000        0.002650 
   -1800.000000     -100.000000        0.001143 
   -1800.000000        0.000000        0.000865 
   -1800.000000      100.000000        0.000693 
   -1800.000000      200.000000        0.000595 
   -1800.000000      300.000000        0.001127 
   -1800.000000      400.000000        0.001762 
   -1800.000000      500.000000        0.000795 
   -1800.000000      600.000000        0.001844 
   -1800.000000      700.000000        0.002384 
   -1800.000000      800.000000        0.000308 
   -1800.000000      900.000000        0.002161 
   -1800.000000     1000.000000        0.001922 
   -1800.000000     1100.000000        0.001406 
   -1800.000000     1200.000000        0.002764 
   -1800.000000     1300.000000        0.000286 
   -1800.000000     1400.000000        0.001775 
   -1800.000000     1500.000000        0.000692 
   -1700.000000    -1500.000000        0.000323 
   -1700.000000    -1400.000000        0.005799 
   -1700.000000    -1300.000000        0.008422 
   -1700.000000    -1200.000000        0.005569 
   -1700.000000    -1100.000000        0.008399 
   -1700.000000    -1000.000000        0.002050 
   -1700.000000     -900.000000        0.006213 
   -1700.000000     -800.000000        0.001740 
   -1700.000000     -700.000000        0.002895 
   -1700.000000     -600.000000        0.000185 
   -1700.000000     -500.000000        0.007015 
   -1700.000000     -400.000000        0.009521 
   -1700.000000     -300.000000        0.007490 
   -1700.000000     -200.000000        0.007567 
   -1700.000000     -100.000000        0.005421 
   -1700.000000        0.000000        0.002821 
   -1700.000000      100.000000        0.002449 
   -1700.000000      200.000000        0.002863 
   -1700.000000      300.000000        0.009631 
